tempo,altura_mare
12:02:26,5.19
12:02:27,3.43
12:02:28,3.65
12:02:29,4.08
12:02:30,1.97
12:02:31,3.50
12:02:32,4.34
12:02:33,2.64
12:02:34,1.90
12:02:35,3.85
12:02:36,2.60
12:02:37,3.30
12:02:38,4.12
12:02:39,2.42
12:02:40,4.61
12:02:41,5.29
12:02:42,4.92
12:02:43,1.67
12:02:44,2.87
12:02:45,3.07
12:02:46,5.07
12:02:47,4.09
12:02:48,5.15
12:02:49,4.66
12:02:50,1.88
12:02:51,3.69
12:02:52,3.34
12:02:53,3.45
12:02:54,5.12
12:02:55,3.14
12:02:56,1.87
12:02:57,2.48
12:02:58,2.93
12:02:59,4.54
12:03:00,2.31
12:03:01,4.84
12:03:02,1.60
12:03:03,4.75
12:03:04,4.40
12:03:05,3.24
12:03:06,2.64
12:03:07,4.11
12:03:08,3.92
12:03:09,5.20
12:03:10,2.96
12:03:11,3.04
12:03:12,3.62
12:03:13,2.20
12:03:14,4.41
12:03:15,4.28
12:03:16,2.24
12:03:17,4.91
12:03:18,4.86
12:03:19,3.50
12:03:20,4.78
12:03:21,3.76
12:03:22,4.82
12:03:23,3.93
12:03:24,3.76
12:03:25,2.79
12:03:26,3.70
12:03:27,2.04
12:03:28,3.62
12:03:29,4.70
12:03:30,3.89
12:03:31,2.66
12:03:32,2.48
12:03:33,3.35
12:03:34,3.99
12:03:35,5.02
12:03:36,3.40
12:03:37,2.84
12:03:38,3.00
12:03:39,4.14
12:03:40,2.07
12:03:41,2.87
12:03:42,2.43
12:03:43,3.79
12:03:44,1.77
12:03:45,1.91
12:03:46,1.59
12:03:47,4.52
12:03:48,2.16
12:03:49,3.01
12:03:50,3.81
12:03:51,3.34
12:03:52,3.03
12:03:53,1.96
12:03:54,4.85
12:03:55,3.95
12:03:56,3.06
12:03:57,3.67
12:03:58,4.90
12:03:59,2.28
12:04:00,3.94
12:04:01,3.75
12:04:02,4.99
12:04:03,2.31
12:04:04,5.02
12:04:05,3.93
12:04:06,3.07
12:04:07,3.18
12:04:08,2.16
12:04:09,3.48
12:04:10,3.97
12:04:11,2.98
12:04:12,4.30
12:04:13,2.28
12:04:14,2.00
12:04:15,3.40
12:04:16,3.68
12:04:17,2.58
12:04:18,3.55
12:04:19,4.32
12:04:20,2.33
12:04:21,5.08
12:04:22,5.15
12:04:23,5.22
12:04:24,2.62
12:04:25,4.72
12:04:26,2.65
12:04:27,2.46
12:04:28,3.43
12:04:29,3.88
12:04:30,4.05
12:04:31,5.04
12:04:32,4.02
12:04:33,4.54
12:04:34,2.59
12:04:35,2.89
12:04:36,2.02
12:04:37,4.85
12:04:38,3.86
12:04:39,2.12
12:04:40,2.47
12:04:41,4.20
12:04:42,4.79
12:04:43,2.56
12:04:44,2.91
12:04:45,4.03
12:04:46,2.41
12:04:47,3.65
12:04:48,2.60
12:04:49,1.77
12:04:50,3.87
12:04:51,2.48
12:04:52,3.95
12:04:53,1.54
12:04:54,1.88
12:04:55,4.14
12:04:56,1.76
12:04:57,1.79
12:04:58,4.20
12:04:59,3.44
12:05:00,4.04
12:05:01,1.93
12:05:02,4.69
12:05:03,3.10
12:05:04,2.80
12:05:05,4.24
12:05:06,2.43
12:05:07,4.30
12:05:08,1.76
12:05:09,4.66
12:05:10,1.76
12:05:11,4.10
12:05:12,3.36
12:05:13,3.39
12:05:14,2.34
12:05:15,1.89
12:05:16,4.14
12:05:17,3.36
12:05:18,2.67
12:05:19,2.39
12:05:20,2.86
12:05:21,3.20
12:05:22,4.54
12:05:23,2.60
12:05:24,5.24
12:05:25,3.25
12:05:26,3.88
12:05:27,1.62
12:05:28,4.05
12:05:29,1.64
12:05:30,4.13
12:05:31,2.97
12:05:32,2.65
12:05:33,5.20
12:05:34,2.36
12:05:35,2.50
12:05:36,2.10
12:05:37,4.00
12:05:38,4.21
12:05:39,4.32
12:05:40,4.45
12:05:41,3.44
12:05:42,2.01
12:05:43,3.31
12:05:44,2.36
12:05:45,2.37
12:05:46,3.82
12:05:47,4.45
12:05:48,3.58
12:05:49,3.50
12:05:50,4.95
12:05:51,3.37
12:05:52,4.22
12:05:53,2.73
12:05:54,4.01
12:05:55,2.57
12:05:56,2.07
12:05:57,3.55
12:05:58,3.10
12:05:59,4.30
12:06:00,3.18
12:06:01,4.28
12:06:02,3.92
12:06:03,4.01
12:06:04,4.62
12:06:05,5.29
12:06:06,3.58
12:06:07,3.61
12:06:08,3.28
12:06:09,4.32
12:06:10,2.83
12:06:11,5.02
12:06:12,2.36
12:06:13,2.72
12:06:14,3.21
12:06:15,4.40
12:06:16,2.26
12:06:17,1.66
12:06:18,4.34
12:06:19,1.71
12:06:20,4.64
12:06:21,4.56
12:06:22,3.17
12:06:23,1.99
12:06:24,3.74
12:06:25,2.02
12:06:26,1.86
12:06:27,3.79
12:06:28,1.85
12:06:29,4.72
12:06:30,4.22
12:06:31,2.77
12:06:32,2.08
12:06:33,5.01
12:06:34,2.89
12:06:35,3.92
12:06:36,4.26
12:06:37,5.06
12:06:38,4.75
12:06:39,2.46
12:06:40,2.94
12:06:41,4.44
12:06:42,4.64
12:06:43,4.05
12:06:44,4.26
12:06:45,4.90
12:06:46,2.99
12:06:47,4.95
12:06:48,3.46
12:06:49,3.65
12:06:50,4.44
12:06:51,5.30
12:06:52,2.08
12:06:53,1.88
12:06:54,2.87
12:06:55,5.09
12:06:56,1.98
12:06:57,3.69
12:06:58,3.40
12:06:59,3.79
12:07:00,4.36
12:07:01,3.20
12:07:02,2.31
12:07:03,4.41
12:07:04,2.95
12:07:05,3.33
12:07:06,4.48
12:07:07,1.58
12:07:08,2.96
12:07:09,3.23
12:07:10,4.32
12:07:11,2.15
12:07:12,4.11
12:07:13,2.79
12:07:14,4.41
12:07:15,1.79
12:07:16,4.84
12:07:17,1.95
12:07:18,5.19
12:07:19,4.18
12:07:20,3.89
12:07:21,3.59
12:07:22,5.26
12:07:23,3.66
12:07:24,3.24
12:07:25,1.91
12:07:26,1.52
12:07:27,1.81
12:07:28,5.25
12:07:29,5.05
12:07:30,1.88
12:07:31,2.94
12:07:32,3.75
12:07:33,4.48
12:07:34,1.75
12:07:35,4.96
12:07:36,3.25
12:07:37,2.54
12:07:38,4.44
12:07:39,4.12
12:07:40,3.01
12:07:41,1.81
12:07:42,3.17
12:07:43,3.11
12:07:44,3.73
12:07:45,4.64
12:07:46,4.55
12:07:47,5.03
12:07:48,2.28
12:07:49,1.93
12:07:50,3.19
12:07:51,3.61
12:07:52,3.74
12:07:53,2.92
12:07:54,3.06
12:07:55,4.21
12:07:56,2.02
12:07:57,4.75
12:07:58,2.88
12:07:59,4.76
12:08:00,2.72
12:08:01,3.14
12:08:02,2.31
12:08:03,4.49
12:08:04,2.48
12:08:05,2.39
12:08:06,5.22
12:08:07,3.73
12:08:08,1.62
12:08:09,1.86
12:08:10,3.12
12:08:11,1.61
12:08:12,2.83
12:08:13,1.64
12:08:14,1.54
12:08:15,4.81
12:08:16,2.05
12:08:17,3.52
12:08:18,1.57
12:08:19,2.83
12:08:20,3.53
12:08:21,1.97
12:08:22,3.05
12:08:23,1.97
12:08:24,4.04
12:08:25,3.45
12:08:26,4.88
12:08:27,2.22
12:08:28,3.23
12:08:29,2.03
12:08:30,2.89
12:08:31,2.43
12:08:32,3.30
12:08:33,2.45
12:08:34,4.42
12:08:35,2.18
12:08:36,3.64
12:08:37,1.63
12:08:38,2.01
12:08:39,4.00
12:08:40,3.32
12:08:41,3.61
12:08:42,5.16
12:08:43,1.93
12:08:44,3.31
12:08:45,2.96
12:08:46,2.35
12:08:47,4.00
12:08:48,3.13
12:08:49,2.87
12:08:50,4.71
12:08:51,2.17
12:08:52,2.11
12:08:53,3.01
12:08:54,1.96
12:08:55,4.70
12:08:56,1.59
12:08:57,5.11
12:08:58,3.68
12:08:59,5.26
12:09:00,2.86
12:09:01,2.44
12:09:02,4.60
12:09:03,2.79
12:09:04,2.33
12:09:05,2.90
12:09:06,3.97
12:09:07,2.68
12:09:08,4.94
12:09:09,4.77
12:09:10,3.24
12:09:11,1.95
12:09:12,1.64
12:09:13,3.02
12:09:14,3.41
12:09:15,4.53
12:09:16,3.88
12:09:17,2.16
12:09:18,3.50
12:09:19,3.95
12:09:20,3.12
12:09:21,3.38
12:09:22,4.25
12:09:23,3.06
12:09:24,4.04
12:09:25,2.71
12:09:26,2.04
12:09:27,2.68
12:09:28,4.31
12:09:29,1.58
12:09:30,2.10
12:09:31,4.29
12:09:32,4.32
12:09:33,3.84
12:09:34,5.12
12:09:35,4.29
12:09:36,2.34
12:09:37,3.37
12:09:38,3.79
12:09:39,1.97
12:09:40,3.99
12:09:41,4.58
12:09:42,2.80
12:09:43,3.20
12:09:44,5.04
12:09:45,1.60
12:09:46,2.20
12:09:47,2.82
12:09:48,1.92
12:09:49,2.33
12:09:50,5.02
12:09:51,3.01
12:09:52,5.15
12:09:53,3.73
12:09:54,4.90
12:09:55,2.00
12:09:56,3.40
12:09:57,3.14
12:09:58,2.71
12:09:59,3.31
12:10:00,1.54
12:10:01,3.85
12:10:02,3.04
12:10:03,1.89
12:10:04,4.39
12:10:05,2.19
12:10:06,2.48
12:10:07,5.13
12:10:08,4.54
12:10:09,2.85
12:10:10,3.14
12:10:11,4.89
12:10:12,3.21
12:10:13,2.48
12:10:14,3.33
12:10:15,1.66
12:10:16,3.11
12:10:17,4.94
12:10:18,4.49
12:10:19,2.50
12:10:20,2.85
12:10:21,2.14
12:10:22,4.55
12:10:23,2.87
12:10:24,3.31
12:10:25,2.46
12:10:26,3.37
12:10:27,4.62
12:10:28,2.65
12:10:29,4.98
12:10:30,4.65
12:10:31,3.53
12:10:32,1.91
12:10:33,2.70
12:10:34,4.92
12:10:35,4.25
12:10:36,3.59
12:10:37,2.00
12:10:38,3.85
12:10:39,2.64
12:10:40,3.37
12:10:41,2.94
12:10:42,5.28
12:10:43,3.52
12:10:44,1.80
12:10:45,5.07
12:10:46,5.05
12:10:47,3.26
12:10:48,3.85
12:10:49,2.10
12:10:50,2.10
12:10:51,4.96
12:10:52,1.63
12:10:53,5.09
12:10:54,3.26
12:10:55,3.67
12:10:56,2.57
12:10:57,3.84
12:10:58,5.16
12:10:59,5.00
12:11:00,2.27
12:11:01,4.71
12:11:02,4.84
12:11:03,2.16
12:11:04,2.36
12:11:05,3.70
12:11:06,1.98
12:11:07,3.87
12:11:08,4.88
12:11:09,1.56
12:11:10,2.44
12:11:11,2.58
12:11:12,3.31
12:11:13,2.02
12:11:14,3.24
12:11:15,3.08
12:11:16,4.26
12:11:17,5.30
12:11:18,3.47
12:11:19,2.29
12:11:20,2.86
12:11:21,2.90
12:11:22,4.48
12:11:23,3.73
12:11:24,3.59
12:11:25,2.29
12:11:26,3.72
12:11:27,1.59
12:11:28,4.77
12:11:29,4.69
12:11:30,4.55
12:11:31,2.87
12:11:32,5.12
12:11:33,4.18
12:11:34,3.09
12:11:35,1.61
12:11:36,1.62
12:11:37,5.11
12:11:38,5.20
12:11:39,3.18
12:11:40,2.80
12:11:41,1.80
12:11:42,2.32
12:11:43,3.30
12:11:44,1.53
12:11:45,4.94
12:11:46,3.86
12:11:47,4.92
12:11:48,2.52
12:11:49,2.97
12:11:50,3.02
12:11:51,1.80
12:11:52,3.92
12:11:53,3.88
12:11:54,2.65
12:11:55,5.14
12:11:56,2.96
12:11:57,1.67
12:11:58,1.74
12:11:59,2.64
12:12:00,4.13
12:12:01,2.07
12:12:02,2.44
12:12:03,3.88
12:12:04,3.67
12:12:05,2.15
12:12:06,4.03
12:12:07,3.27
12:12:08,4.88
12:12:09,1.57
12:12:10,2.43
12:12:11,2.41
12:12:12,3.96
12:12:13,3.29
12:12:14,4.07
12:12:15,4.90
12:12:16,3.20
12:12:17,3.49
12:12:18,2.84
12:12:19,3.45
12:12:20,1.63
12:12:21,2.38
12:12:22,2.49
12:12:23,3.53
12:12:24,2.63
12:12:25,4.73
12:12:26,3.24
12:12:27,4.00
12:12:28,4.06
12:12:29,2.67
12:12:30,2.85
12:12:31,4.96
12:12:32,4.76
12:12:33,2.17
12:12:34,3.51
12:12:35,1.90
12:12:36,4.20
12:12:37,1.74
12:12:38,3.37
12:12:39,5.18
12:12:40,3.78
12:12:41,2.75
12:12:42,2.39
12:12:43,2.18
12:12:44,4.53
12:12:45,3.11
12:12:46,2.91
12:12:47,4.33
12:12:48,4.78
12:12:49,3.92
12:12:50,1.94
12:12:51,2.03
12:12:52,3.29
12:12:53,1.77
12:12:54,3.79
12:12:55,2.50
12:12:56,4.56
12:12:57,4.74
12:12:58,3.01
12:12:59,3.53
12:13:00,3.07
12:13:01,1.82
12:13:02,3.80
12:13:03,3.29
12:13:04,4.32
12:13:05,3.01
12:13:06,3.81
12:13:07,1.92
12:13:08,2.07
12:13:09,1.80
12:13:10,5.24
12:13:11,4.94
12:13:12,4.63
12:13:13,4.21
12:13:14,4.74
12:13:15,4.99
12:13:16,3.99
12:13:17,2.01
12:13:18,3.41
12:13:19,3.83
12:13:20,3.60
12:13:21,3.69
12:13:22,1.52
12:13:23,1.97
12:13:24,2.33
12:13:25,3.38
12:13:26,4.06
12:13:27,2.19
12:13:28,2.86
12:13:29,3.79
12:13:30,3.06
12:13:31,2.65
12:13:32,3.95
12:13:33,3.50
12:13:34,2.91
12:13:35,2.18
12:13:36,2.42
12:13:37,2.23
12:13:38,4.39
12:13:39,1.71
12:13:40,4.09
12:13:41,4.31
12:13:42,3.01
12:13:43,2.95
12:13:44,2.89
12:13:45,3.55
12:13:46,3.26
12:13:47,2.65
12:13:48,1.65
12:13:49,1.89
12:13:50,5.02
12:13:51,2.23
12:13:52,3.36
12:13:53,2.26
12:13:54,2.13
12:13:55,2.42
12:13:56,4.58
12:13:57,2.34
12:13:58,4.09
12:13:59,4.97
12:14:00,3.02
12:14:01,1.63
12:14:02,2.38
12:14:03,1.62
12:14:04,2.99
12:14:05,2.34
12:14:06,3.31
12:14:07,3.43
12:14:08,2.39
12:14:09,4.90
12:14:10,1.86
12:14:11,3.37
12:14:12,1.84
12:14:13,3.02
12:14:14,4.86
12:14:15,4.53
12:14:16,3.91
12:14:17,3.30
12:14:18,5.02
12:14:19,2.67
12:14:20,2.15
12:14:21,2.70
12:14:22,1.70
12:14:23,2.20
12:14:24,1.62
12:14:25,1.69
12:14:26,3.08
12:14:27,5.29
12:14:28,1.66
12:14:29,4.57
12:14:30,5.01
12:14:31,2.69
12:14:32,4.95
12:14:33,5.00
12:14:34,4.39
12:14:35,3.46
12:14:36,4.14
12:14:37,1.67
12:14:38,3.39
12:14:39,1.64
12:14:40,2.07
12:14:41,1.57
12:14:42,2.43
12:14:43,4.96
12:14:44,4.39
12:14:45,2.62
12:14:46,4.47
12:14:47,2.76
12:14:48,2.58
12:14:49,1.61
12:14:50,3.61
12:14:51,4.24
12:14:52,3.89
12:14:53,2.42
12:14:54,2.28
12:14:55,3.93
12:14:56,3.90
12:14:57,3.37
12:14:58,3.48
12:14:59,4.16
12:15:00,3.85
12:15:01,2.46
12:15:02,1.98
12:15:03,5.21
12:15:04,4.33
12:15:05,4.13
12:15:06,4.28
12:15:07,2.99
12:15:08,5.24
12:15:09,3.27
12:15:10,4.99
12:15:11,3.00
12:15:12,4.57
12:15:13,2.10
12:15:14,4.08
12:15:15,3.38
12:15:16,2.67
12:15:17,4.97
12:15:18,1.73
12:15:19,2.05
12:15:20,4.80
12:15:21,3.84
12:15:22,3.01
12:15:23,5.17
12:15:24,4.92
12:15:25,3.72
12:15:26,2.28
12:15:27,3.87
12:15:28,3.59
12:15:29,4.92
12:15:30,3.90
12:15:31,5.30
12:15:32,4.81
12:15:33,4.79
12:15:34,1.51
12:15:35,4.06
12:15:36,3.96
12:15:37,4.85
12:15:38,3.09
12:15:39,4.14
12:15:40,3.05
12:15:41,4.39
12:15:42,2.28
12:15:43,3.46
12:15:44,2.19
12:15:45,2.92
12:15:46,4.98
12:15:47,2.27
12:15:48,3.94
12:15:49,5.03
12:15:50,3.69
12:15:51,3.58
12:15:52,5.14
12:15:53,4.05
12:15:54,2.61
12:15:55,1.94
12:15:56,1.86
12:15:57,5.04
12:15:58,3.19
12:15:59,3.46
12:16:00,3.87
12:16:01,3.64
12:16:02,2.86
12:16:03,4.34
12:16:04,3.62
12:16:05,3.94
12:16:06,3.02
12:16:07,5.17
12:16:08,2.78
12:16:09,2.20
12:16:10,3.01
12:16:11,1.56
12:16:12,3.90
12:16:13,4.89
12:16:14,1.85
12:16:15,2.13
12:16:16,1.95
12:16:17,4.62
12:16:18,2.19
12:16:19,4.92
12:16:20,2.46
12:16:21,2.94
12:16:22,3.28
12:16:23,1.81
12:16:24,1.97
12:16:25,4.66
12:16:26,3.18
12:16:27,1.85
12:16:28,2.03
12:16:29,4.27
12:16:30,5.13
12:16:31,2.39
12:16:32,2.49
12:16:33,3.56
12:16:34,3.78
12:16:35,3.78
12:16:36,5.11
12:16:37,1.56
12:16:38,3.12
12:16:39,3.66
12:16:40,3.65
12:16:41,4.79
12:16:42,3.08
12:16:43,3.26
12:16:44,4.25
12:16:45,4.10
12:16:46,4.41
12:16:47,2.94
12:16:48,4.70
12:16:49,5.05
12:16:50,2.50
12:16:51,1.62
12:16:52,3.74
12:16:53,3.03
12:16:54,4.72
12:16:55,1.84
12:16:56,4.56
12:16:57,4.41
12:16:58,3.72
12:16:59,3.29
12:17:00,3.55
12:17:01,4.71
12:17:02,1.76
12:17:03,4.99
12:17:04,5.23
12:17:05,5.06
12:17:06,3.00
12:17:07,3.46
12:17:08,3.80
12:17:09,1.67
12:17:10,3.17
12:17:11,3.59
12:17:12,2.07
12:17:13,5.04
12:17:14,4.53
12:17:15,4.53
12:17:16,3.70
12:17:17,4.59
12:17:18,4.15
12:17:19,2.44
12:17:20,4.06
12:17:21,4.96
12:17:22,2.87
12:17:23,4.61
12:17:24,3.23
12:17:25,1.92
12:17:26,2.22
12:17:27,3.16
12:17:28,4.08
12:17:29,4.63
12:17:30,5.10
12:17:31,4.43
12:17:32,4.11
12:17:33,3.46
12:17:34,4.41
12:17:35,4.79
12:17:36,4.08
12:17:37,3.63
12:17:38,4.72
12:17:39,4.40
12:17:40,5.25
12:17:41,3.93
12:17:42,4.92
12:17:43,1.97
12:17:44,4.73
12:17:45,2.81
12:17:46,3.50
12:17:47,2.32
12:17:48,2.32
12:17:49,3.61
12:17:50,3.93
12:17:51,2.10
12:17:52,2.21
12:17:53,3.37
12:17:54,4.28
12:17:55,2.44
12:17:56,4.68
12:17:57,2.01
12:17:58,1.87
12:17:59,4.71
12:18:00,3.83
12:18:01,1.98
12:18:02,1.96
12:18:03,4.93
12:18:04,1.59
12:18:05,3.81
12:18:06,4.67
12:18:07,2.32
12:18:08,4.11
12:18:09,3.61
12:18:10,4.41
12:18:11,4.33
12:18:12,2.52
12:18:13,2.86
12:18:14,3.28
12:18:15,2.64
12:18:16,1.79
12:18:17,5.08
12:18:18,1.97
12:18:19,2.84
12:18:20,4.32
12:18:21,2.67
12:18:22,2.23
12:18:23,2.09
12:18:24,3.14
12:18:25,3.22
12:18:26,4.54
12:18:27,2.19
12:18:28,4.05
12:18:29,2.22
12:18:30,1.89
12:18:31,2.91
12:18:32,5.27
12:18:33,2.60
12:18:34,4.54
12:18:35,3.53
12:18:36,1.70
12:18:37,4.42
12:18:38,2.52
12:18:39,1.74
12:18:40,3.05
12:18:41,5.06
12:18:42,2.49
12:18:43,3.44
12:18:44,3.24
12:18:45,2.15
12:18:46,3.24
12:18:47,3.35
12:18:48,2.78
12:18:49,2.38
12:18:50,4.52
12:18:51,4.36
12:18:52,4.30
12:18:53,4.23
12:18:54,3.79
12:18:55,4.47
12:18:56,1.97
12:18:57,1.52
12:18:58,3.23
12:18:59,2.48
12:19:00,2.78
12:19:01,3.24
12:19:02,3.49
12:19:03,4.59
12:19:04,5.00
12:19:05,4.20
12:19:06,4.71
12:19:07,3.34
12:19:08,5.16
12:19:09,3.54
12:19:10,2.18
12:19:11,2.30
12:19:12,4.43
12:19:13,4.91
12:19:14,2.71
12:19:15,4.20
12:19:16,4.73
12:19:17,3.03
12:19:18,1.64
12:19:19,3.53
12:19:20,2.23
12:19:21,2.38
12:19:22,3.54
12:19:23,4.70
12:19:24,3.89
12:19:25,2.53
12:19:26,2.83
12:19:27,2.08
12:19:28,3.30
12:19:29,5.20
12:19:30,5.08
12:19:31,4.05
12:19:32,2.79
12:19:33,4.52
12:19:34,3.35
12:19:35,2.72
12:19:36,2.90
12:19:37,3.95
12:19:38,3.77
12:19:39,3.79
12:19:40,3.48
12:19:41,1.71
12:19:42,5.15
12:19:43,4.26
12:19:44,3.29
12:19:45,2.80
12:19:46,3.27
12:19:47,4.35
12:19:48,2.13
12:19:49,1.75
12:19:50,2.11
12:19:51,2.61
12:19:52,2.66
12:19:53,2.54
12:19:54,1.54
12:19:55,2.13
12:19:56,3.46
12:19:57,4.33
12:19:58,2.75
12:19:59,4.54
12:20:00,2.93
12:20:01,3.43
12:20:02,1.95
12:20:03,3.19
12:20:04,2.81
12:20:05,3.02
12:20:06,4.18
12:20:07,4.14
12:20:08,2.20
12:20:09,3.43
12:20:10,4.28
12:20:11,1.59
12:20:12,5.05
12:20:13,3.67
12:20:14,2.44
12:20:15,1.79
12:20:16,5.06
12:20:17,3.64
12:20:18,5.07
12:20:19,2.49
12:20:20,3.35
12:20:21,2.74
12:20:22,4.79
12:20:23,5.22
12:20:24,3.36
12:20:25,3.10
12:20:26,2.05
12:20:27,2.78
12:20:28,3.94
12:20:29,4.37
12:20:30,4.80
12:20:31,4.54
12:20:32,3.08
12:20:33,2.31
12:20:34,1.86
12:20:35,3.23
12:20:36,1.73
12:20:37,2.15
12:20:38,3.69
12:20:39,4.42
12:20:40,2.23
12:20:41,1.57
12:20:42,4.70
12:20:43,3.41
12:20:44,3.58
12:20:45,2.30
12:20:46,2.59
12:20:47,4.72
12:20:48,1.71
12:20:49,1.54
12:20:50,2.50
12:20:51,5.21
12:20:52,5.09
12:20:53,4.13
12:20:54,3.17
12:20:55,1.66
12:20:56,3.42
12:20:57,3.70
12:20:58,3.58
12:20:59,4.50
12:21:00,2.18
12:21:01,3.84
12:21:02,2.08
12:21:03,3.74
12:21:04,1.85
12:21:05,4.49
12:21:06,4.49
12:21:07,1.97
12:21:08,5.21
12:21:09,1.62
12:21:10,1.90
12:21:11,3.62
12:21:12,3.63
12:21:13,1.96
12:21:14,5.06
12:21:15,2.93
12:21:16,3.95
12:21:17,3.15
12:21:18,5.10
12:21:19,4.30
12:21:20,2.38
12:21:21,2.85
12:21:22,1.99
12:21:23,4.18
12:21:24,3.25
12:21:25,2.44
12:21:26,2.79
12:21:27,2.55
12:21:28,4.29
12:21:29,2.98
12:21:30,2.90
12:21:31,1.90
12:21:32,2.79
12:21:33,2.47
12:21:34,3.09
12:21:35,4.14
12:21:36,2.84
12:21:37,4.58
12:21:38,4.71
12:21:39,3.82
12:21:40,1.67
12:21:41,3.07
12:21:42,1.51
12:21:43,3.22
12:21:44,5.11
12:21:45,2.87
12:21:46,3.01
12:21:47,3.89
12:21:48,3.18
12:21:49,2.58
12:21:50,3.41
12:21:51,3.58
12:21:52,3.41
12:21:53,3.41
12:21:54,4.13
12:21:55,3.40
12:21:56,3.68
12:21:57,3.53
12:21:58,2.35
12:21:59,2.18
12:22:00,2.62
12:22:01,4.91
12:22:02,3.22
12:22:03,4.89
12:22:04,5.28
12:22:05,5.08
12:22:06,1.68
12:22:07,5.14
12:22:08,3.51
12:22:09,2.26
12:22:10,2.51
12:22:11,4.07
12:22:12,1.70
12:22:13,3.71
12:22:14,3.41
12:22:15,4.88
12:22:16,2.11
12:22:17,3.68
12:22:18,3.24
12:22:19,2.88
12:22:20,3.66
12:22:21,1.99
12:22:22,3.16
12:22:23,3.63
12:22:24,4.44
12:22:25,1.94
12:22:26,5.01
12:22:27,3.28
12:22:28,4.82
12:22:29,3.08
12:22:30,5.20
12:22:31,2.02
12:22:32,2.44
12:22:33,4.55
12:22:34,4.81
12:22:35,4.57
12:22:36,3.26
12:22:37,2.25
12:22:38,1.77
12:22:39,2.74
12:22:40,3.23
12:22:41,4.82
12:22:42,2.47
12:22:43,4.57
12:22:44,4.99
12:22:45,4.06
12:22:46,3.70
12:22:47,4.97
12:22:48,2.68
12:22:49,3.72
12:22:50,4.73
12:22:51,5.29
12:22:52,4.72
12:22:53,4.46
12:22:54,2.48
12:22:55,2.71
12:22:56,2.52
12:22:57,5.02
12:22:58,3.14
12:22:59,4.84
12:23:00,4.77
12:23:01,5.01
12:23:02,1.63
12:23:03,2.17
12:23:04,2.72
12:23:05,2.30
12:23:06,4.23
12:23:07,5.05
12:23:08,2.04
12:23:09,3.45
12:23:10,2.39
12:23:11,5.11
12:23:12,4.41
12:23:13,4.30
12:23:14,1.90
12:23:15,5.10
12:23:16,5.14
12:23:17,1.95
